"code_module","code_presentation","id_student","id_site","date","sum_click"
"FFF","2013B",558098,527109,201,1
"BBB","2013B",494927,542807,4,3
"FFF","2013B",558770,526831,86,2
"FFF","2013B",505508,527357,8,1
"FFF","2013B",115373,526721,48,5
"DDD","2013B",544226,547303,-5,2
"BBB","2013B",478317,542811,81,3
"DDD","2013B",516450,547303,67,2
"BBB","2013B",336165,542811,11,4
"DDD","2013B",543663,547272,8,2
"BBB","2013B",2518653,542864,183,3
"FFF","2013B",558628,527203,107,2
"BBB","2013B",468949,542797,52,3
"FFF","2013B",544173,526762,214,9
"FFF","2013B",2590999,526739,78,1
"DDD","2013B",548677,547542,95,2
"FFF","2013B",529349,526738,33,1
"BBB","2013B",404727,542812,31,1
"FFF","2013B",2510667,526757,143,2
"FFF","2013B",513268,526853,116,2
"FFF","2013B",234609,526755,89,7
"BBB","2013B",540513,542811,51,3
"FFF","2013B",504533,527169,217,3
"FFF","2013B",554813,526835,8,7
"DDD","2013B",907261,547673,216,1
"BBB","2013B",502441,542864,33,1
"FFF","2013B",107162,527134,-11,5
"FFF","2013B",554919,527114,24,2
"BBB","2013B",555909,542807,37,3
"FFF","2013B",530296,526853,115,3
"DDD","2013B",543756,547272,36,2
"DDD","2013B",159925,547899,195,1
"FFF","2013B",558915,527191,209,1
"FFF","2013B",553500,526738,130,1
"FFF","2013B",533348,527177,81,1
"DDD","2013B",1913872,547947,103,1
"FFF","2013B",552142,526821,34,2
"DDD","2013B",397405,547606,50,1
"DDD","2013B",358522,547303,102,3
"FFF","2013B",560585,527181,218,1
"BBB","2013B",514981,542864,135,1
"FFF","2013B",526417,526838,220,2
"FFF","2013B",346853,527169,95,1
"FFF","2013B",2346679,527169,123,1
"DDD","2013B",516450,547929,86,1
"FFF","2013B",419791,527261,142,1
"FFF","2013B",186380,527123,177,1
"BBB","2013B",557709,542808,21,3
"FFF","2013B",351500,526741,98,13
"FFF","2013B",331883,526738,26,4
"FFF","2013B",488675,527230,70,1
"DDD","2013B",513854,547303,3,12
"DDD","2013B",191195,547493,-16,1
"BBB","2013B",547903,542807,216,10
"FFF","2013B",2578996,527230,65,1
"DDD","2013B",556835,547951,-14,2
"BBB","2013B",2483568,542795,236,2
"FFF","2013B",2553363,527204,29,1
"DDD","2013B",351775,547723,80,1
"DDD","2013B",500136,547272,37,6
"FFF","2013B",384866,527169,140,1
"DDD","2013B",2624720,547959,174,4
"DDD","2013B",440375,547272,72,1
"BBB","2013B",2617596,542811,38,2
"BBB","2013B",445065,542864,18,3
"BBB","2013B",1574398,542895,184,1
"FFF","2013B",520187,527203,29,3
"FFF","2013B",549537,527219,214,1
"FFF","2013B",477812,526721,11,3
"FFF","2013B",553781,527115,56,1
"DDD","2013B",410886,547726,225,1
"FFF","2013B",431251,527112,195,2
"FFF","2013B",110085,527261,167,2
"BBB","2013B",400049,543044,226,1
"FFF","2013B",560431,527180,78,10
"DDD","2013B",335020,547946,213,1
"BBB","2013B",340831,542864,29,1
"BBB","2013B",537255,542892,75,1
"FFF","2013B",2158399,527219,120,1
"DDD","2013B",442865,547546,51,17
"FFF","2013B",542646,527108,84,1
"BBB","2013B",2097916,542796,149,1
"FFF","2013B",550866,527218,5,1
"FFF","2013B",505508,526737,-1,32
"DDD","2013B",516398,547548,15,7
"FFF","2013B",545229,527109,115,2
"FFF","2013B",554940,526738,160,4
"DDD","2013B",440499,547557,150,12
"FFF","2013B",404135,527261,155,2
"BBB","2013B",281564,542864,84,2
"FFF","2013B",366649,527389,21,1
"BBB","2013B",510556,542799,153,1
"BBB","2013B",489251,542811,109,1
"DDD","2013B",547784,547542,116,21
"BBB","2013B",2470672,542795,79,3
"FFF","2013B",541418,527245,130,1
"FFF","2013B",86538,526801,54,19
"FFF","2013B",528662,526721,80,3
"FFF","2013B",549596,527357,8,1
"FFF","2013B",373613,527176,66,1
"DDD","2013B",540694,547873,15,1
"BBB","2013B",528261,542802,173,1
"FFF","2013B",497855,527218,2,1
"FFF","2013B",149680,526741,120,37
"BBB","2013B",554206,542808,-2,6
"FFF","2013B",537980,526741,90,8
"FFF","2013B",480014,527183,110,1
"FFF","2013B",437752,526849,40,16
"FFF","2013B",558098,527114,12,17
"FFF","2013B",396679,527230,166,1
"BBB","2013B",529502,542864,55,1
"DDD","2013B",551183,547885,125,1
"FFF","2013B",2578996,527116,181,1
"FFF","2013B",399895,526721,63,10
"BBB","2013B",203481,543283,119,2
"FFF","2013B",549370,527219,-4,1
"FFF","2013B",540727,526721,213,1
"DDD","2013B",1018685,547309,2,1
"DDD","2013B",475897,547895,165,1
"FFF","2013B",559609,527219,4,5
"FFF","2013B",546348,526721,191,4
"DDD","2013B",560179,547834,25,1
"DDD","2013B",543060,547274,29,1
"FFF","2013B",499993,526737,80,3
"BBB","2013B",2528966,542864,21,7
"DDD","2013B",142819,547546,50,5
"FFF","2013B",1531287,526757,150,32
"FFF","2013B",2654409,527219,163,1
"FFF","2013B",550651,527115,184,1
"DDD","2013B",543340,547276,9,5
"FFF","2013B",395588,527368,122,1
"FFF","2013B",539117,527169,131,1
"BBB","2013B",548090,542792,232,1
"DDD","2013B",524378,547303,0,1
"DDD","2013B",558290,547270,105,2
"BBB","2013B",535605,542795,185,1
"BBB","2013B",548090,542864,-6,3
"FFF","2013B",336362,527203,164,1
"FFF","2013B",532627,526721,235,2
"FFF","2013B",524377,527203,44,3
"FFF","2013B",545693,526820,10,10
"BBB","2013B",555414,543020,24,3
"BBB","2013B",557758,542864,193,2
"DDD","2013B",475897,547926,80,2
"DDD","2013B",527917,547272,40,2
"FFF","2013B",560199,526721,89,2
"FFF","2013B",556659,527471,79,1
"FFF","2013B",161658,526831,100,10
"DDD","2013B",549783,547640,4,1
"DDD","2013B",2388623,547272,120,1
"FFF","2013B",558244,526845,25,17
"FFF","2013B",543054,527352,15,2
"DDD","2013B",1446954,547303,30,2
"FFF","2013B",544479,526761,77,1
"FFF","2013B",557388,526742,127,1
"DDD","2013B",386880,547930,-5,1
"FFF","2013B",560425,527109,117,2
"FFF","2013B",557388,526721,163,6
"DDD","2013B",2088765,547303,232,1
"DDD","2013B",556308,547611,168,1
"DDD","2013B",440499,547557,139,1
"FFF","2013B",529493,527116,143,36
"FFF","2013B",541521,527176,4,6
"FFF","2013B",551027,526721,77,1
"BBB","2013B",2642029,542891,42,7
"FFF","2013B",540147,526738,122,3
"FFF","2013B",303595,526737,19,4
"FFF","2013B",537687,527261,142,1
"DDD","2013B",559420,547966,11,1
"BBB","2013B",541697,543020,-5,2
"FFF","2013B",484780,527113,213,52
"FFF","2013B",551495,526721,129,2
"FFF","2013B",535037,526721,33,4
"FFF","2013B",473162,526721,39,2
"DDD","2013B",551573,547946,70,2
"DDD","2013B",2330534,547946,92,2
"FFF","2013B",928248,526721,59,3
"DDD","2013B",2421609,547303,17,2
"DDD","2013B",2063578,547303,67,12
"DDD","2013B",538251,547539,130,1
"DDD","2013B",549698,547303,189,1
"FFF","2013B",542003,526738,-2,2
"DDD","2013B",558610,547947,24,2
"DDD","2013B",134188,547272,225,6
"FFF","2013B",557129,526721,-2,12
"FFF","2013B",335242,526797,183,1
"FFF","2013B",554435,526738,25,1
"FFF","2013B",557388,526757,191,9
"DDD","2013B",159925,547924,106,1
"DDD","2013B",422164,547592,78,1
"FFF","2013B",465430,526721,235,2
"BBB","2013B",536442,542892,89,1
"FFF","2013B",2090053,526738,13,4
"DDD","2013B",556082,547953,18,1
"DDD","2013B",2063578,547960,132,1
"FFF","2013B",551602,527204,158,2
"BBB","2013B",329226,543242,222,1
"FFF","2013B",399895,527203,95,3
"DDD","2013B",191972,547303,166,4
"FFF","2013B",150763,527169,80,1
"DDD","2013B",441201,547958,74,1
"DDD","2013B",2279449,547557,142,1
"DDD","2013B",1638119,547303,16,25
"DDD","2013B",381646,547959,196,3
"DDD","2013B",2028388,547303,210,5
"FFF","2013B",422087,526738,41,4
"BBB","2013B",416654,542811,71,1
"BBB","2013B",480815,542891,46,1
"DDD","2013B",535215,547303,51,2
"BBB","2013B",476596,542811,12,1
"FFF","2013B",357219,527341,90,1
"DDD","2013B",513854,547844,23,1
"BBB","2013B",534652,542811,11,1
"DDD","2013B",467822,547959,223,1
"FFF","2013B",506930,526721,77,1
"FFF","2013B",404135,526738,39,1
"FFF","2013B",252041,526721,195,4
"FFF","2013B",503668,527355,46,1
"BBB","2013B",1753965,542864,169,6
"DDD","2013B",244919,547272,16,2
"BBB","2013B",1753965,542811,3,2
"BBB","2013B",2608235,543047,218,2
"FFF","2013B",543536,526738,14,1
"DDD","2013B",390210,547895,103,2
"FFF","2013B",520097,527355,16,2
"DDD","2013B",542476,547548,18,8
"BBB","2013B",523966,542864,60,2
"FFF","2013B",2546095,527197,15,1
"FFF","2013B",548459,526794,213,19
"FFF","2013B",555250,526721,53,7
"BBB","2013B",550077,542811,223,5
"FFF","2013B",548095,526738,32,1
"BBB","2013B",539265,542810,122,3
"FFF","2013B",553220,526833,184,2
"BBB","2013B",556502,542811,48,1
"BBB","2013B",540614,542797,78,2
"FFF","2013B",554592,526721,-9,12
"FFF","2013B",499993,527121,137,2
"FFF","2013B",518831,526755,-18,1
"DDD","2013B",2459878,547896,32,1
"FFF","2013B",476194,526721,155,3
"BBB","2013B",551886,543056,11,1
"BBB","2013B",479171,542803,218,2
"FFF","2013B",236844,527169,15,2
"FFF","2013B",553262,526721,49,2
"DDD","2013B",551334,547272,15,1
"BBB","2013B",544642,542807,38,1
"DDD","2013B",957467,547275,58,1
"FFF","2013B",535662,527186,134,1
"BBB","2013B",405471,542864,225,7
"DDD","2013B",533522,547864,24,1
"BBB","2013B",556292,542799,149,1
"DDD","2013B",285475,547272,126,2
"DDD","2013B",537139,547687,113,1
"DDD","2013B",481350,547547,79,21
"DDD","2013B",544839,547924,82,3
"BBB","2013B",2483179,542811,196,6
"FFF","2013B",1668504,526738,8,10
"FFF","2013B",351034,527171,87,1
"DDD","2013B",381646,547547,224,1
"FFF","2013B",249362,527116,126,2
"DDD","2013B",2585285,547932,179,1
"DDD","2013B",2585285,547838,42,2
"BBB","2013B",498065,542807,228,1
"FFF","2013B",484947,527176,52,2
"FFF","2013B",68208,526737,219,1
"FFF","2013B",334224,526821,45,4
"FFF","2013B",2280739,526759,100,7
"BBB","2013B",557006,542892,79,4
"DDD","2013B",368749,547872,-15,1
"FFF","2013B",549596,526834,194,3
"FFF","2013B",547581,526738,7,1
"FFF","2013B",550287,527119,132,1
"FFF","2013B",360726,527176,161,1
"FFF","2013B",261335,526721,11,13
"BBB","2013B",555673,543053,160,1
"FFF","2013B",550287,526737,-14,3
"FFF","2013B",551397,526721,135,7
"DDD","2013B",478744,547272,10,3
"DDD","2013B",481549,547619,-12,1
"FFF","2013B",1867563,527203,52,1
"FFF","2013B",545080,526738,45,2
"DDD","2013B",324691,547274,217,2
"FFF","2013B",534064,526721,190,3
"BBB","2013B",545223,542795,208,1
"DDD","2013B",556165,547309,4,3
"BBB","2013B",546843,543068,19,2
"BBB","2013B",2622465,543145,199,4
"BBB","2013B",503491,542811,11,2
"BBB","2013B",521394,542795,27,1
"FFF","2013B",556931,527219,84,1
"DDD","2013B",236498,547959,222,1
"DDD","2013B",524378,547873,23,1
"FFF","2013B",546464,526738,65,3
"FFF","2013B",527744,526759,59,23
"FFF","2013B",2481646,527109,115,1
"DDD","2013B",442545,547960,31,1
"FFF","2013B",355143,526827,222,15
"BBB","2013B",466973,542811,4,1
"DDD","2013B",474633,547587,49,1
"FFF","2013B",533929,526721,118,21
"FFF","2013B",549898,527203,23,1
"DDD","2013B",103904,547958,85,1
"DDD","2013B",2499307,547948,144,1
"BBB","2013B",557775,542864,-7,4
"FFF","2013B",2507271,527134,-14,1
"FFF","2013B",2364565,526739,80,6
"DDD","2013B",403085,547838,101,1
"FFF","2013B",408753,526738,219,2
"DDD","2013B",529025,547836,-12,3
"FFF","2013B",494165,527407,39,1
"FFF","2013B",2508403,527352,-18,1
"DDD","2013B",403085,547947,107,1
"FFF","2013B",547228,527526,193,8
"BBB","2013B",476783,542864,226,13
"FFF","2013B",395010,527219,68,2
"DDD","2013B",435423,547848,21,1
"FFF","2013B",485544,527177,65,1
"DDD","2013B",518436,547949,80,1
"FFF","2013B",140907,527109,92,57
"DDD","2013B",366024,547272,1,5
"DDD","2013B",517646,547946,169,1
"FFF","2013B",559785,527167,29,1
"BBB","2013B",525520,542795,16,3
"FFF","2013B",238901,526830,179,4
"FFF","2013B",532968,526743,209,1
"FFF","2013B",558018,526738,119,2
"BBB","2013B",499380,542807,58,2
"BBB","2013B",401339,542894,148,2
"FFF","2013B",479922,526790,152,1
"FFF","2013B",553100,527512,145,1
"DDD","2013B",2063578,547272,105,2
"FFF","2013B",999174,527105,76,2
"FFF","2013B",1966591,527169,61,1
"DDD","2013B",429833,547546,36,2
"DDD","2013B",547629,547633,113,1
"FFF","2013B",522859,526742,143,3
"BBB","2013B",200905,543221,196,1
"FFF","2013B",558915,527179,96,2
"BBB","2013B",2531031,542864,110,3
"FFF","2013B",540155,527140,46,1
"DDD","2013B",248994,547960,166,2
"FFF","2013B",536214,526738,18,10
"FFF","2013B",559423,527203,130,3
"FFF","2013B",478432,527218,9,1
"FFF","2013B",441954,527173,0,2
"DDD","2013B",556337,547305,72,3
"DDD","2013B",2460752,547910,215,1
"DDD","2013B",335020,547272,50,2
"FFF","2013B",89895,527238,157,1
"FFF","2013B",2182255,527219,129,1
"DDD","2013B",551550,547875,22,1
"FFF","2013B",559856,527114,50,3
"BBB","2013B",513733,542811,240,1
"DDD","2013B",543060,547673,22,2
"DDD","2013B",558290,547920,131,1
"DDD","2013B",358522,547959,225,4
"FFF","2013B",303595,526789,175,8
"BBB","2013B",537488,542811,44,4
"BBB","2013B",544881,542864,81,6
"FFF","2013B",559642,527193,221,2
"BBB","2013B",480815,542811,137,2
"FFF","2013B",550287,527113,76,1
"FFF","2013B",269243,527360,17,1
"FFF","2013B",43430,526742,148,1
"BBB","2013B",200905,542807,14,1
"BBB","2013B",83254,542893,123,1
"FFF","2013B",407371,526721,183,3
"BBB","2013B",551714,542894,158,1
"DDD","2013B",516843,547272,12,1
"FFF","2013B",531077,526737,35,2
"FFF","2013B",559155,526738,11,1
"FFF","2013B",537687,526721,32,6
"FFF","2013B",559335,527173,9,1
"DDD","2013B",269676,547832,176,4
"DDD","2013B",537868,547272,24,1
"FFF","2013B",2532320,527218,21,2
"FFF","2013B",398118,526721,137,1
"DDD","2013B",437281,547272,97,3
"BBB","2013B",548585,542864,39,7
"DDD","2013B",344199,547548,-7,6
"FFF","2013B",529493,527369,81,1
"DDD","2013B",438662,547958,110,1
"BBB","2013B",507184,542811,10,2
"BBB","2013B",521430,543190,3,1
"DDD","2013B",549283,547929,110,1
"DDD","2013B",498320,547303,79,1
"FFF","2013B",543798,526854,207,3
"FFF","2013B",2646317,526823,119,2
"FFF","2013B",999174,527116,133,1
"DDD","2013B",543573,547678,11,1
"FFF","2013B",398656,527169,129,1
"BBB","2013B",553125,542811,8,7
"DDD","2013B",548602,547306,170,2
"DDD","2013B",397405,547674,1,1
"FFF","2013B",556126,526765,94,1
"BBB","2013B",481607,543020,7,2
"FFF","2013B",549537,526738,1,12
"DDD","2013B",480207,547918,-6,3
"BBB","2013B",556878,542864,61,8
"FFF","2013B",379558,527225,186,1
"BBB","2013B",492590,542864,36,1
"FFF","2013B",2546095,526741,121,8
"DDD","2013B",2088765,547929,101,4
"FFF","2013B",378884,527446,79,1
"FFF","2013B",443563,526801,28,4
"FFF","2013B",553325,527114,99,2
"FFF","2013B",1034674,527146,172,1
"DDD","2013B",2460752,547303,223,2
"DDD","2013B",544942,547918,-12,3
"FFF","2013B",534037,527109,135,1
"FFF","2013B",398040,526721,116,5
"BBB","2013B",2476649,543190,40,1
"FFF","2013B",286422,526858,101,8
"BBB","2013B",443288,542807,100,1
"DDD","2013B",549135,547945,171,7
"FFF","2013B",553325,527469,219,1
"FFF","2013B",395463,527354,25,2
"DDD","2013B",266762,547875,30,1
"FFF","2013B",2521655,527248,74,1
"FFF","2013B",553781,527174,16,1
"FFF","2013B",507034,527109,168,24
"DDD","2013B",480207,547273,98,1
"BBB","2013B",499483,542893,111,7
"BBB","2013B",540614,542894,159,1
"DDD","2013B",554691,547958,24,2
"FFF","2013B",412307,527109,183,33
"FFF","2013B",299237,526738,85,1
"DDD","2013B",482856,547931,169,1
"FFF","2013B",539922,527351,-5,1
"FFF","2013B",535804,526835,-18,8
"BBB","2013B",360188,542864,220,6
"FFF","2013B",513268,526831,79,7
"DDD","2013B",413934,547947,169,2
"DDD","2013B",495734,547542,113,4
"DDD","2013B",121390,547546,30,2
"FFF","2013B",534234,527114,45,15
"FFF","2013B",96729,527203,92,1
"FFF","2013B",529689,526827,101,1
"FFF","2013B",554592,527389,0,1
"FFF","2013B",1742834,526738,75,1
"BBB","2013B",2132811,542864,187,3
"DDD","2013B",382947,547272,4,7
"FFF","2013B",1668504,527203,125,2
"BBB","2013B",437562,543191,42,1
"FFF","2013B",491004,527178,61,1
"DDD","2013B",360938,547928,21,1
"FFF","2013B",548857,527185,117,4
"DDD","2013B",366310,547946,73,1
"DDD","2013B",1311171,547539,118,17
"BBB","2013B",500585,542864,-7,3
"FFF","2013B",551791,526738,44,1
"BBB","2013B",31663,542795,46,1
"FFF","2013B",393934,526827,100,17
"DDD","2013B",519102,547937,30,1
"DDD","2013B",544603,547303,8,2
"FFF","2013B",149680,526721,147,1
"FFF","2013B",560431,526834,156,27
"FFF","2013B",490082,526721,31,5
"DDD","2013B",469016,547923,209,1
"BBB","2013B",535605,542811,11,2
"BBB","2013B",262741,542811,226,2
"FFF","2013B",546912,526738,25,1
"DDD","2013B",550604,547892,132,1
"FFF","2013B",552491,526853,130,4
"FFF","2013B",555786,527167,33,7
"FFF","2013B",331883,527132,191,1
"BBB","2013B",537572,542864,44,1
"DDD","2013B",336684,547885,133,1
"FFF","2013B",557053,527517,64,2
"DDD","2013B",537622,547547,76,27
"DDD","2013B",496601,547303,127,18
"DDD","2013B",544907,547949,114,1
"BBB","2013B",1923618,542811,10,1
"BBB","2013B",540184,542795,56,1
"FFF","2013B",471977,526738,220,1
"FFF","2013B",391613,527115,214,1
"FFF","2013B",530296,527497,88,1
"FFF","2013B",539440,526754,200,15
"FFF","2013B",1073767,526739,20,4
"FFF","2013B",543019,526775,122,2
"DDD","2013B",558678,547545,152,8
"BBB","2013B",548090,542811,144,4
"FFF","2013B",556440,526721,10,9
"DDD","2013B",557045,547303,63,4
"FFF","2013B",419946,527114,176,1
"FFF","2013B",505315,526754,222,4
"DDD","2013B",536926,547862,116,1
"FFF","2013B",999174,527164,54,1
"FFF","2013B",536593,526721,18,9
"BBB","2013B",2291598,542891,30,1
"BBB","2013B",365707,542895,175,1
"FFF","2013B",553220,526755,15,1
"FFF","2013B",537133,526721,38,2
"FFF","2013B",555786,526745,1,1
"DDD","2013B",398199,547303,155,2
"FFF","2013B",545379,526721,7,4
"FFF","2013B",549065,526833,151,4
"FFF","2013B",543447,527169,16,1
"FFF","2013B",548180,527114,14,1
"FFF","2013B",369811,526861,184,1
"FFF","2013B",1997164,526738,210,1
"FFF","2013B",150763,527169,10,1
"FFF","2013B",558807,526819,33,1
"DDD","2013B",537603,547730,117,1
"FFF","2013B",348986,527189,146,1
"DDD","2013B",499056,547959,219,3
"DDD","2013B",516398,547303,238,1
"FFF","2013B",527225,527197,-11,5
"FFF","2013B",265112,526844,55,2
"BBB","2013B",406974,542811,12,8
"DDD","2013B",560391,547310,145,1
"FFF","2013B",2691740,527215,85,3
"FFF","2013B",480181,526835,19,9
"FFF","2013B",560072,526735,3,1
"FFF","2013B",533321,526831,65,9
"DDD","2013B",549783,547759,90,1
"FFF","2013B",400632,526721,163,1
"FFF","2013B",529240,526721,155,6
"FFF","2013B",496671,527116,220,1
"FFF","2013B",529864,527204,218,15
"BBB","2013B",401339,542864,36,2
"FFF","2013B",1347198,526821,44,4
"FFF","2013B",275151,527203,148,1
"DDD","2013B",541887,547825,11,1
"FFF","2013B",494443,526859,72,5
"FFF","2013B",521526,527169,219,1
"BBB","2013B",552017,543195,67,2
"FFF","2013B",491636,527199,145,1
"BBB","2013B",556553,542795,15,12
"DDD","2013B",198470,547946,72,1
"FFF","2013B",534989,526738,85,7
"DDD","2013B",549684,547272,5,6
"FFF","2013B",2481646,526735,25,1
"FFF","2013B",554592,526721,40,4
"FFF","2013B",379558,526827,106,2
"FFF","2013B",520360,526738,2,4
"DDD","2013B",550893,547542,115,11
"FFF","2013B",426465,526738,117,5
"FFF","2013B",498636,526835,46,1
"FFF","2013B",557877,527111,214,1
"DDD","2013B",543860,547272,30,1
"FFF","2013B",1839012,526721,231,1
"DDD","2013B",163067,547552,128,2
"DDD","2013B",92775,547303,78,21
"BBB","2013B",537488,542864,-4,1
"DDD","2013B",531787,547747,1,1
"BBB","2013B",2645061,543179,221,1
"FFF","2013B",2001665,527169,147,1
"FFF","2013B",544195,527169,86,1
"BBB","2013B",537162,542864,230,2
"BBB","2013B",555672,543041,28,1
"DDD","2013B",2248715,547303,55,1
"DDD","2013B",391185,547944,23,1
"DDD","2013B",414587,547542,102,5
"FFF","2013B",510186,527147,45,1
"DDD","2013B",1444134,547838,217,1
"FFF","2013B",335242,526738,20,2
"BBB","2013B",552914,542864,154,1
"DDD","2013B",345313,547542,99,4
"BBB","2013B",541803,542864,47,1
"FFF","2013B",559760,527219,144,1
"DDD","2013B",502136,547303,87,1
"FFF","2013B",555250,527261,139,3
"FFF","2013B",550736,527125,162,1
"DDD","2013B",539622,547928,15,3
"FFF","2013B",482513,526738,41,4
"FFF","2013B",522433,527179,64,1
"DDD","2013B",549684,547272,139,2
"FFF","2013B",508572,527442,157,1
"FFF","2013B",526151,527169,183,1
"DDD","2013B",522878,547929,114,2
"BBB","2013B",400469,543056,202,3
"FFF","2013B",530057,527203,88,1
"BBB","2013B",78645,542864,43,3
"FFF","2013B",498269,526721,163,2
"FFF","2013B",494443,526821,46,20
"FFF","2013B",482264,526827,124,3
"DDD","2013B",2063578,547947,-7,4
"FFF","2013B",533348,527491,-1,1
"BBB","2013B",558250,542807,232,2
"FFF","2013B",559785,526738,132,1
"FFF","2013B",322985,526819,18,1
"BBB","2013B",551886,542797,76,2
"DDD","2013B",559823,547303,33,2
"DDD","2013B",539066,547960,170,1
"BBB","2013B",318056,542864,159,3
"FFF","2013B",299237,526796,138,13
"BBB","2013B",540750,542811,227,2
"DDD","2013B",2655683,547875,-2,1
"FFF","2013B",432532,526721,166,3
"DDD","2013B",446814,547932,192,2
"FFF","2013B",520360,527356,8,1
"BBB","2013B",182824,542811,13,1
"FFF","2013B",432222,526735,177,2
"BBB","2013B",557057,542803,198,1
"DDD","2013B",369908,547642,112,1
"FFF","2013B",366492,527356,16,1
"FFF","2013B",2346679,527115,29,1
"BBB","2013B",542259,542864,72,19
"FFF","2013B",553831,526757,131,1
"DDD","2013B",92775,547303,19,33
"FFF","2013B",533997,527114,45,1
"FFF","2013B",528509,526801,205,8
"FFF","2013B",505508,526858,104,25
"BBB","2013B",513093,542807,50,1
"DDD","2013B",191972,547926,67,2
"FFF","2013B",549343,527169,51,1
"FFF","2013B",1907755,527169,29,2
"FFF","2013B",554435,527394,65,1
"DDD","2013B",434767,547303,-1,15
"FFF","2013B",2623427,526735,-7,1
"BBB","2013B",550106,542864,25,1
"FFF","2013B",530296,527203,136,3
"FFF","2013B",556302,526721,45,3
"DDD","2013B",466216,547272,53,5
"DDD","2013B",494637,547272,135,7
"FFF","2013B",550853,527439,20,1
"FFF","2013B",252095,526743,156,2
"FFF","2013B",473162,526765,87,1
"FFF","2013B",438452,527204,49,3
"FFF","2013B",544479,526721,153,20
"BBB","2013B",2553749,542864,50,1
"FFF","2013B",415988,527219,43,3
"BBB","2013B",477011,542807,180,1
"FFF","2013B",556783,526738,38,4
"BBB","2013B",565870,542894,158,4
"FFF","2013B",33915,526721,155,3
"DDD","2013B",556780,547838,195,1
"BBB","2013B",377759,543324,55,1
"FFF","2013B",1934810,527219,134,2
"DDD","2013B",554691,547548,18,10
"DDD","2013B",369908,547774,191,1
"FFF","2013B",534784,526738,32,2
"FFF","2013B",546583,526800,192,1
"FFF","2013B",526527,527230,19,1
"DDD","2013B",549731,547272,5,1
"DDD","2013B",2604660,547865,25,1
"BBB","2013B",2522093,542864,136,1
"FFF","2013B",558770,526848,67,1
"DDD","2013B",522572,547785,-5,1
"FFF","2013B",2639410,526721,54,1
"DDD","2013B",558678,547303,39,2
"FFF","2013B",2521655,526737,13,3
"BBB","2013B",400049,542797,61,1
"FFF","2013B",531629,526739,114,10
"FFF","2013B",299237,526757,157,5
"FFF","2013B",1809578,526787,211,2
"DDD","2013B",406541,547303,10,3
"BBB","2013B",561164,542803,212,1
"FFF","2013B",2195971,526721,4,10
"FFF","2013B",383907,526791,32,5
"FFF","2013B",519715,526738,30,18
"FFF","2013B",548948,527418,16,1
"DDD","2013B",2421609,547700,52,1
"DDD","2013B",556165,547303,10,1
"FFF","2013B",554558,526721,229,1
"BBB","2013B",561459,542864,4,2
"FFF","2013B",446440,527169,169,2
"FFF","2013B",554852,526738,27,2
"FFF","2013B",360024,527175,47,1
"DDD","2013B",409091,547740,204,1
"FFF","2013B",528662,527108,73,1
"DDD","2013B",435423,547272,103,5
"FFF","2013B",2533504,527140,43,1
"DDD","2013B",406056,547644,151,1
"DDD","2013B",103904,547954,53,1
"FFF","2013B",479764,527217,31,1
"DDD","2013B",553382,547948,139,1
"DDD","2013B",418490,547838,130,1
"BBB","2013B",556553,542811,15,1
"FFF","2013B",1742834,527186,159,4
"FFF","2013B",529030,527163,17,4
"FFF","2013B",519510,526721,162,2
"FFF","2013B",534750,527469,30,1
"BBB","2013B",556878,542807,106,4
"FFF","2013B",548759,526831,63,2
"DDD","2013B",550865,547918,7,1
"FFF","2013B",526551,526738,221,1
"FFF","2013B",559454,526738,85,2
"BBB","2013B",561167,543036,171,1
"FFF","2013B",534792,526831,80,8
"BBB","2013B",549047,543088,46,2
"FFF","2013B",537674,526721,106,1
"BBB","2013B",551706,542894,145,1
"DDD","2013B",544307,547303,46,2
"FFF","2013B",532608,527502,78,1
"BBB","2013B",555670,542811,75,4
"FFF","2013B",315945,526782,121,31
"FFF","2013B",398862,527203,36,1
"FFF","2013B",424544,527114,185,1
"FFF","2013B",500230,527523,157,2
"FFF","2013B",539514,526721,220,4
"DDD","2013B",543756,547542,77,9
"FFF","2013B",1534560,527353,44,1
"BBB","2013B",445065,543242,130,1
"BBB","2013B",548585,543042,0,3
"BBB","2013B",1903527,542894,152,3
"DDD","2013B",2694933,547272,7,1
"BBB","2013B",535760,542864,166,1
"FFF","2013B",2533504,527169,158,2
"FFF","2013B",2346679,526737,220,2
"DDD","2013B",165733,547838,-12,1
"FFF","2013B",429162,526738,6,2
"DDD","2013B",557764,547273,114,1
"BBB","2013B",535145,542795,100,1
"FFF","2013B",525412,527174,43,1
"DDD","2013B",387335,547272,0,1
"DDD","2013B",426871,547828,-10,2
"BBB","2013B",548090,543301,166,1
"BBB","2013B",363660,542807,111,7
"BBB","2013B",480650,542893,121,2
"FFF","2013B",547014,526737,142,2
"DDD","2013B",552661,547783,201,1
"FFF","2013B",536214,526820,3,3
"DDD","2013B",554193,547866,212,1
"DDD","2013B",397405,547731,122,1
"DDD","2013B",2332060,547895,78,1
"DDD","2013B",472060,547946,108,1
"BBB","2013B",416654,543062,94,1
"FFF","2013B",540224,527109,187,1
"DDD","2013B",204996,547272,145,4
"BBB","2013B",425820,543091,-9,1
"FFF","2013B",539514,526721,218,2
"DDD","2013B",426059,547949,132,1
"DDD","2013B",379861,547945,35,1
"BBB","2013B",445065,542807,17,10
"DDD","2013B",2444632,547712,-7,1
